Date,Amount,Description,Balance,Subcategory,Category
2024-01-11,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 09/01/2024,-28.53,Rent,Living Expenses
2024-01-11,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 09/01/2024,-24.53,Rent,Living Expenses
2024-01-11,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 09/01/2024,-20.53,Rent,Living Expenses
2024-01-11,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 09/01/2024,-16.53,Rent,Living Expenses
2024-01-11,-17.99,Canva* 04025-19994890 Sydney AU AUS Card xx1037 Value Date: 09/01/2024,-12.53,Online Subscriptions,Technology and Services
2024-01-11,-20.49,APPLE.COM/BILL SYDNEY NS AUS Card xx1037 Value Date: 09/01/2024,5.46,Apple,Technology and Services
2024-01-11,-0.09,International Transaction Fee Value Date: 09/01/2024,25.95,Student Fees,Education
2024-01-11,-2.89,Google Storage Mountain View CA USA Card xx1037 IDR 29859.00 Value Date: 09/01/2024,26.04,Online Subscriptions,Technology and Services
2024-01-10,-6.5,SQ *UMMA KITCHEN SYDNE Sydney AU,28.93,Restaurants,Food
2024-01-10,-17.0,SQ *UMMA KITCHEN SYDNE Sydney AU,35.43,Restaurants,Food
2024-01-10,-9.5,TSG CENTRAL PTY LTD HAYMARKET AUS Card xx1037 Value Date: 05/01/2024,52.43,Grocery,Food
2024-01-10,-10.0,TRANSPORTFORNSW OPAL CHIPPENDALE AUS Card xx1037 Value Date: 09/01/2024,61.93,Transport,Living Expenses
2024-01-09,-116.48,Direct Debit 119218 Vodafone Aus A3-28806f026,71.93,Mobile Services,Technology and Services
2024-01-09,-25.8,ZAN Asian Cuisine Sydney NS AUS Card xx1037 Value Date: 05/01/2024,188.41,Restaurants,Food
2024-01-09,-25.8,ZAN Asian Cuisine Sydney NS AUS Card xx1037 Value Date: 07/01/2024,214.21,Restaurants,Food
2024-01-09,-12.99,Spotify P288D646EE Sydney AU AUS Card xx1037 Value Date: 07/01/2024,240.01,Online Subscriptions,Technology and Services
2024-01-08,-14.1,Hungry Jacks WoolloomoolooAU,253.0,Restaurants,Food
2024-01-08,-23.25,Fresh & Hot Malatang Chippendale AU,267.1,Restaurants,Food
2024-01-07,-10.67,YB CORPORATE PTY LTD Silverwater AU,290.35,Restaurants,Food
2024-01-06,-21.0,SLIMS QUALITY BURGER SYDNEY AU Card xx1037,301.02,Restaurants,Food
2024-01-05,-27.25,Nene Chicken George Sydney AU,322.02,Restaurants,Food
2024-01-05,-9.99,APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 03/01/2024,349.27,Apple,Technology and Services
2024-01-04,-1098.0,Direct Debit 505091 IGLU NO205 PTY 66935,359.26,Rent,Living Expenses
2024-01-04,-7.1,STARBUCKS COFFEE B00 SYDNEY AU,1457.26,Coffee,Food
2024-01-04,-21.0,SLIMS QUALITY BURGER SYDNEY AU Card xx1037,1464.36,Restaurants,Food
2024-01-04,-23.38,SMP*Adanos Centrepoint Sydney02 AU,1485.36,Restaurants,Food
2024-01-04,-34.92,MOM RECIPES PTY LTD HAYMARKET AU AUS Card xx1037 Value Date: 02/01/2024,1508.74,Restaurants,Food
2024-01-04,-13.99,CRUNCHYROLL *AUD 415-503-9235 CA USA Card xx1037 AUD 13.99 Value Date: 02/01/2024,1543.66,Online Subscriptions,Technology and Services
2024-01-04,-10.3,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 02/01/2024,1557.65,Restaurants,Food
2024-01-03,-11.3,STARBUCKS COFFEE B00 SYDNEY AU,1567.95,Coffee,Food
2024-01-03,-35.0,TIMEZONE HAYMARKET AU Card xx1037,1579.25,Entertainment,Activities
2024-01-03,-15.0,SQ *UMMA KITCHEN SYDNE Sydney AU,1614.25,Restaurants,Food
2024-01-03,-10.81,EzyMart 869 George St Sydney NS AUS Card xx1037 Value Date: 29/12/2023,1629.25,Grocery,Food
2024-01-03,-26.71,LIV*ENJOY MIE SYDNEY AU AUS Card xx1037 Value Date: 30/12/2023,1640.06,Restaurants,Food
2024-01-03,-24.14,LIV*ENJOY MIE SYDNEY AU AUS Card xx1037 Value Date: 30/12/2023,1666.77,Restaurants,Food
2024-01-03,-34.47,APPLE.COM/BILL SYDNEY NS AUS Card xx1037 Value Date: 30/12/2023,1690.91,Apple,Technology and Services
2024-01-03,-29.99,ADOBE SYSTEMS PTY LTD SYDNEY AU AUS Card xx1037 Value Date: 01/01/2024,1725.38,Online Subscriptions,Technology and Services
2024-01-01,-26.61,Nene Chicken George Sydney AU,1755.37,Restaurants,Food
2024-01-01,-10.67,YB CORPORATE PTY LTD Silverwater AU,1781.98,Restaurants,Food
2024-01-01,-14.11,SYDNEY PIE CAFE HAYMARKET AU,1792.65,Restaurants,Food
2024-09-12,-7.9,STARBUCKS COFFEE B01 CHIPPENDALE AU,2018.18,Coffee,Food
2024-09-12,-0.1,International Transaction Fee Value Date: 09/09/2024,2026.08,Student Fees,Education
2024-09-12,-2.92,Google One Mountain View CA USA Card xx1037 IDR 29859.00 Value Date: 09/09/2024,2026.18,Online Subscriptions,Technology and Services
2024-09-11,-5.0,TIMEZONE HAYMARKET AU Card xx1037,2029.1,Entertainment,Activities
2024-09-11,-20.0,TIMEZONE HAYMARKET AU Card xx1037,2034.1,Entertainment,Activities
2024-09-11,-16.4,PMC GOLDEN TOWER PTY L HAYMARKET AU,2054.1,Restaurants,Food
2024-09-11,-20.0,TIMEZONE HAYMARKET AU Card xx1037,2070.5,Entertainment,Activities
2024-09-11,-3.4,Provender Australia SilverwateNSWAU,2090.5,Vending Machine,Food
2024-09-11,-3.4,Provender Australia SilverwateNSWAU,2093.9,Vending Machine,Food
2024-09-10,-26.6,GRILLD PTY LTD - BROAD BROADWAY AU Card xx1037,2097.3,Restaurants,Food
2024-09-10,-10.29,QONUS* HIW SO CHATSWOOD NS AUS Card xx1037 Value Date: 07/09/2024,2123.9,Restaurants,Food
2024-09-10,-19.45,QONUS* HIW SO CHATSWOOD NS AUS Card xx1037 Value Date: 07/09/2024,2134.19,Restaurants,Food
2024-09-10,-13.99,Spotify P2FB84FF4B Sydney AU AUS Card xx1037 Value Date: 08/09/2024,2153.64,Online Subscriptions,Technology and Services
2024-09-09,-16.4,PMC GOLDEN TOWER PTY L HAYMARKET AU,2167.63,Restaurants,Food
2024-09-09,-20.0,TIMEZONE HAYMARKET AU Card xx1037,2184.03,Entertainment,Activities
2024-09-09,-24.28,Little Indo Town Chippendale AU,2204.03,Restaurants,Food
2024-09-08,-7.21,Sharetea RSQ Chippendale AU,2228.31,Food and Beverage,Food
2024-09-08,-20.0,TIMEZONE HAYMARKET AU Card xx1037,2235.52,Entertainment,Activities
2024-09-08,-27.91,Zhangliang spicy hotp Haymarket AU,2255.52,Restaurants,Food
2024-09-07,-20.0,TIMEZONE HAYMARKET AU Card xx1037,2283.43,Entertainment,Activities
2024-09-07,-23.63,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 05/09/2024,2303.43,Restaurants,Food
2024-09-06,-15.4,MCDONALDS BROADWAY SYDNEY NSWAU,2327.06,Restaurants,Food
2024-09-06,-20.0,TIMEZONE HAYMARKET AU Card xx1037,2342.46,Entertainment,Activities
2024-09-06,-20.1,HUNGER KEBAB PTY LTD ULTIMO NS AUS Card xx1037 Value Date: 03/09/2024,2362.46,Restaurants,Food
2024-09-06,-9.99,APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 03/09/2024,2382.56,Apple,Technology and Services
2024-09-06,-19.45,QONUS* HIW SO CHATSWOOD NS AUS Card xx1037 Value Date: 04/09/2024,2392.55,Restaurants,Food
2024-09-06,-33.48,APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 04/09/2024,2412.0,Apple,Technology and Services
2024-09-05,-20.0,TIMEZONE HAYMARKET AU Card xx1037,2445.48,Entertainment,Activities
2024-09-05,-123.68,Direct Debit 119218 Vodafone Aus A3-2bb1ef01a,2465.48,Mobile Services,Technology and Services
2024-09-05,-7.21,Sharetea RSQ Chippendale AU,2589.16,Food and Beverage,Food
2024-09-05,-16.3,SUSHI HUB BROADWAY HAYMARKET NS AUS Card xx1037 Value Date: 02/09/2024,2596.37,Restaurants,Food
2024-09-04,-20.0,TIMEZONE HAYMARKET AU Card xx1037,2612.67,Entertainment,Activities
2024-09-04,-20.0,TIMEZONE HAYMARKET AU Card xx1037,2632.67,Entertainment,Activities
2024-09-04,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,2652.67,Coffee,Food
2024-09-04,0.01,Refund Purchase UBER* TRIP,2660.57,Credit,Financial Transactions
2024-09-04,-18.69,UBER* TRIP,2660.56,Transport,Living Expenses
2024-09-04,-13.99,CRUNCHYROLL *AUD 415-503-9235 CA USA Card xx1037 AUD 13.99 Value Date: 02/09/2024,2679.25,Online Subscriptions,Technology and Services
2024-09-04,-21.98,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 02/09/2024,2693.24,Restaurants,Food
2024-09-03,-39.31,PEPPER LUNCH SYDNEY NSWAU,2715.22,Restaurants,Food
2024-09-03,-19.18,SWEET TOWN ON GEORGE HAYMARKET 02 AUS Card xx1037 Value Date: 30/08/2024,2754.53,Restaurants,Food
2024-09-03,-20.1,HUNGER KEBAB PTY LTD ULTIMO NS AUS Card xx1037 Value Date: 31/08/2024,2773.71,Restaurants,Food
2024-09-03,-29.99,ADOBE ADOBE.LY/ENAU AU AUS Card xx1037 Value Date: 01/09/2024,2793.81,Online Subscriptions,Technology and Services
2024-09-02,-7.1,STARBUCKS COFFEE B00 SYDNEY AU,2823.8,Coffee,Food
2024-09-02,-20.0,TIMEZONE HAYMARKET AU Card xx1037,2830.9,Entertainment,Activities
2024-09-01,-15.4,MCDONALDS BROADWAY SYDNEY NSWAU,2850.9,Restaurants,Food
2024-09-01,-7.6,STARBUCKS COFFEE B00 SYDNEY AU,2866.3,Coffee,Food
2024-09-01,-20.0,TIMEZONE HAYMARKET AU Card xx1037,2873.9,Entertainment,Activities
2024-09-01,-26.03,Zhangliang spicy hotp Haymarket AU,2893.9,Restaurants,Food
2024-08-31,-20.0,TIMEZONE HAYMARKET AU Card xx1037,2919.93,Entertainment,Activities
2024-08-31,-5.95,TSG BROADWAY CHIPPENDALE NSW AU,2939.93,Food and Beverage,Food
2024-08-31,-25.3,Little Indo Town Chippendale AU,2945.88,Restaurants,Food
2024-08-30,-25.3,Little Indo Town Chippendale AU,2971.18,Restaurants,Food
2024-08-29,-1130.0,Direct Debit 505091 IGLU NO205 PTY 66935,2996.48,Rent,Living Expenses
2024-08-29,-15.8,MCDONALDS DARLING QTR SYDNEY NSWAU,4126.48,Restaurants,Food
2024-08-29,-22.85,SQ *ENJOY MIE Ultimo AU,4142.28,Restaurants,Food
2024-08-29,-14.9,UNI OF SYDNEY UNION UNI OF SYDNEY NS AUS Card xx1037 Value Date: 27/08/2024,4165.13,Student Fees,Education
2024-08-28,-14.55,Hungry Jacks WoolloomoolooAU,4180.03,Restaurants,Food
2024-08-28,-7.21,Sharetea RSQ Chippendale AU,4194.58,Food and Beverage,Food
2024-08-28,-20.0,TIMEZONE HAYMARKET AU Card xx1037,4201.79,Entertainment,Activities
2024-08-28,-31.17,Zhangliang spicy hotp Haymarket AU,4221.79,Restaurants,Food
2024-08-28,3185.0,IZMIRTA RACHMAN REF 2024082800012149,4252.96,Credit,Financial Transactions
2024-08-28,-0.52,International Transaction Fee Value Date: 26/08/2024,1067.96,Student Fees,Education
2024-08-28,-14.92,WWW.SYMBOLAB.COM REDWOOD CITY CA USA Card xx1037 USD 9.99 Value Date: 26/08/2024,1068.48,Online Subscriptions,Technology and Services
2024-08-28,-1.15,International Transaction Fee Value Date: 26/08/2024,1083.4,Student Fees,Education
2024-08-28,-32.86,OPENAI *CHATGPT SUBSCR SAN FRANCISCO CA USA Card xx1037 USD 22.00 Value Date: 26/08/2024,1084.55,Online Subscriptions,Technology and Services
2024-08-28,-23.63,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 26/08/2024,1117.41,Restaurants,Food
2024-08-28,-10.0,TRANSPORTFORNSW OPAL CHIPPENDALE AUS Card xx1037 Value Date: 27/08/2024,1141.04,Transport,Living Expenses
2024-08-27,-20.0,TIMEZONE HAYMARKET AU Card xx1037,1151.04,Entertainment,Activities
2024-08-27,-16.4,PMC GOLDEN TOWER PTY L HAYMARKET AU,1171.04,Restaurants,Food
2024-08-27,-15.28,SQ *YOUR DESSERT STATI Gladesville AU,1187.44,Food and Beverage,Food
2024-08-27,-0.26,International Transaction Fee Value Date: 24/08/2024,1202.72,Student Fees,Education
2024-08-27,-7.47,A MEDIUM CORPORATION 4155085008 CA USA Card xx1037 USD 5.00 Value Date: 25/08/2024,1202.98,Online Subscriptions,Technology and Services
2024-08-27,-6.45,WOOLWORTHS 1905 SYDNEY AU AUS Card xx1037 Value Date: 25/08/2024,1210.45,Grocery,Food
2024-08-27,-47.0,SCRIMBA OSLO DU NOR Card xx1037 AUD 47.00 Value Date: 26/08/2024,1216.9,Online Subscriptions,Technology and Services
2024-08-26,-21.52,Spago Darling Square Haymarket AU,1263.9,Restaurants,Food
2024-08-26,-20.0,TIMEZONE HAYMARKET AU Card xx1037,1285.42,Entertainment,Activities
2024-08-25,-13.8,MCDONALDS DARLING QTR SYDNEY NSWAU,1305.42,Restaurants,Food
2024-08-25,-20.0,TIMEZONE HAYMARKET AU Card xx1037,1319.22,Entertainment,Activities
2024-08-25,-20.0,TIMEZONE HAYMARKET AU Card xx1037,1339.22,Entertainment,Activities
2024-08-25,-13.99,PLINE PH CENTRAL PAR CHIPPENDALE NSWAU,1359.22,Pharmacy,Personal Care
2024-08-25,-25.3,Little Indo Town Chippendale AU,1373.21,Restaurants,Food
2024-08-24,-3.0,Provender Australia SilverwateNSWAU,1398.51,Vending Machine,Food
2024-08-24,-3.4,Provender Australia SilverwateNSWAU,1401.51,Vending Machine,Food
2024-08-24,-7.09,SQ *MAPO GELATO PTY LT Bondi Beach AU,1404.91,Food and Beverage,Food
2024-08-24,-21.48,APPLE.COM/BILL SYDNEY NS AUS Card xx1037 Value Date: 22/08/2024,1412.0,Apple,Technology and Services
2024-08-24,-5.55,WOOLWORTHS 1905 SYDNEY AU AUS Card xx1037 Value Date: 22/08/2024,1433.48,Grocery,Food
2024-08-23,-20.0,TIMEZONE HAYMARKET AU Card xx1037,1439.03,Entertainment,Activities
2024-08-23,-31.17,Zhangliang spicy hotp Haymarket AU,1459.03,Restaurants,Food
2024-08-22,-20.0,TIMEZONE HAYMARKET AU Card xx1037,1490.2,Entertainment,Activities
2024-08-22,-22.85,SQ *ENJOY MIE Ultimo AU,1510.2,Restaurants,Food
2024-08-21,-28.1,REDFERN FISH AND CHIPS REDFERN AU Card xx1037,1533.05,Restaurants,Food
2024-08-21,-21.98,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 19/08/2024,1561.15,Restaurants,Food
2024-08-20,-20.0,TIMEZONE HAYMARKET AU Card xx1037,1583.13,Entertainment,Activities
2024-08-20,-20.3,SQ *IT'S TIME FOR THAI Haymarket AU,1603.13,Restaurants,Food
2024-08-20,-7.1,STARBUCKS COFFEE B01 CHIPPENDALE AU,1623.43,Coffee,Food
2024-08-20,-17.0,CROCODILE JUNIOR CHIPPENDALE AU AUS Card xx1037 Value Date: 16/08/2024,1630.53,Restaurants,Food
2024-08-20,-39.95,TARONGA ZOO MOSMAN NS AUS Card xx1037 Value Date: 17/08/2024,1647.53,Events,Activities
2024-08-20,-5.2,TARONGA ZOO MOSMAN NS AUS Card xx1037 Value Date: 17/08/2024,1687.48,Events,Activities
2024-08-20,-31.0,ALLIANCE OPCO PTY LT MOSMAN NS AUS Card xx1037 Value Date: 17/08/2024,1692.68,Student Fees,Education
2024-08-20,-10.0,TRANSPORTFORNSW OPAL CHIPPENDALE AUS Card xx1037 Value Date: 17/08/2024,1723.68,Transport,Living Expenses
2024-08-19,-7.1,Sharetea RSQ Chippendale AU,1733.68,Food and Beverage,Food
2024-08-19,-26.19,Spago Darling Square Haymarket AU,1740.78,Restaurants,Food
2024-08-19,-4.2,Provender Australia SilverwateNSWAU,1766.97,Vending Machine,Food
2024-08-18,-25.3,Little Indo Town Chippendale AU,1771.17,Restaurants,Food
2024-08-17,-19.17,ZLR*77 Restaurant and B Sydney AU,1796.47,Restaurants,Food
2024-08-17,0.01,Refund Purchase UBER* TRIP,1815.64,Credit,Financial Transactions
2024-08-17,-14.31,UBER* TRIP,1815.63,Transport,Living Expenses
2024-08-17,-14.17,UBER* TRIP,1829.94,Transport,Living Expenses
2024-08-17,-4.2,PROVENDER HOLDINGS AUS Waterloo AU AUS Card xx1037 Value Date: 14/08/2024,1844.11,Vending Machine,Food
2024-08-17,-4.2,PROVENDER HOLDINGS AUS Waterloo AU AUS Card xx1037 Value Date: 14/08/2024,1848.31,Vending Machine,Food
2024-08-17,-23.63,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 15/08/2024,1852.51,Restaurants,Food
2024-08-16,-19.3,RACHA THANI PTY LTD HAYMARKET NSWAU,1876.14,Restaurants,Food
2024-08-16,-20.0,TIMEZONE HAYMARKET AU Card xx1037,1895.44,Entertainment,Activities
2024-08-16,-7.11,Little Indo Town Chippendale AU,1915.44,Restaurants,Food
2024-08-16,-54.99,LinkedIn Pre P13642246 lnkd.in/bill AU AUS Card xx1037 Value Date: 14/08/2024,1922.55,Online Subscriptions,Technology and Services
2024-08-16,-19.45,QONUS* HIW SO CHATSWOOD NS AUS Card xx1037 Value Date: 14/08/2024,1977.54,Restaurants,Food
2024-08-15,-1130.0,Direct Debit 505091 IGLU NO205 PTY 66935,1996.99,Rent,Living Expenses
2024-08-15,-20.0,TIMEZONE HAYMARKET AU Card xx1037,3126.99,Entertainment,Activities
2024-08-15,-4.49,APPLE.COM/BILL SYDNEY NS AUS Card xx1037 Value Date: 13/08/2024,3146.99,Apple,Technology and Services
2024-08-15,-21.98,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 13/08/2024,3151.48,Restaurants,Food
2024-08-14,-20.0,TIMEZONE HAYMARKET AU Card xx1037,3173.46,Entertainment,Activities
2024-08-14,2185.0,IZMIRTA RACHMAN REF 2024081400012088,3193.46,Credit,Financial Transactions
2024-08-14,-7.9,STARBUCKS COFFEE B01 CHIPPENDALE AU,1008.46,Coffee,Food
2024-08-14,-1.6,International Transaction Fee Value Date: 12/08/2024,1016.36,Student Fees,Education
2024-08-14,-45.7,GRAMMARLY COB7F3MEC 8883186146 CA USA Card xx1037 USD 30.00 Value Date: 12/08/2024,1017.96,Online Subscriptions,Technology and Services
2024-08-14,-121.2,MEDIBANK PHI DEBIT MELBOURNE AUS Card xx1037 Value Date: 12/08/2024,1063.66,Student Fees,Education
2024-08-13,-20.0,TIMEZONE HAYMARKET AU Card xx1037,1184.86,Entertainment,Activities
2024-08-13,-10.9,STARBUCKS COFFEE B01 CHIPPENDALE AU,1204.86,Coffee,Food
2024-08-13,-0.1,International Transaction Fee Value Date: 09/08/2024,1215.76,Student Fees,Education
2024-08-13,-2.89,Google One Mountain View CA USA Card xx1037 IDR 29859.00 Value Date: 09/08/2024,1215.86,Online Subscriptions,Technology and Services
2024-08-12,-29.33,HOLY BASIL DARLING SQUARE HAYMARK NSW AU Card xx1037,1218.75,Restaurants,Food
2024-08-12,-20.0,IGLU NO. 205 PTY LTD CHIPPENDALE NSW AU,1248.08,Rent,Living Expenses
2024-08-12,-26.82,Little Indo Town Chippendale AU,1268.08,Restaurants,Food
2024-08-11,-6.8,YOMIE'S RICE X YOGURT Haymarket AU,1294.9,Food and Beverage,Food
2024-08-11,-35.0,TIMEZONE HAYMARKET AU Card xx1037,1301.7,Entertainment,Activities
2024-08-11,-38.62,KENSINGTON INVESTMENT Chippendale AU,1336.7,Rent,Living Expenses
2024-08-10,-21.28,SQ *BOWLS & BURGER SUR Surry Hills AU,1375.32,Restaurants,Food
2024-08-10,-24.0,WOOLWORTHS 1905 SYDNEY AU AUS Card xx1037 Value Date: 08/08/2024,1396.6,Grocery,Food
2024-08-10,-13.99,Spotify P2E5BC3C3C Sydney AU AUS Card xx1037 Value Date: 08/08/2024,1420.6,Online Subscriptions,Technology and Services
2024-08-09,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,1434.59,Coffee,Food
2024-08-09,-35.0,TIMEZONE HAYMARKET AU Card xx1037,1442.49,Entertainment,Activities
2024-08-09,-21.83,SQ *ENJOY MIE Ultimo AU,1477.49,Restaurants,Food
2024-08-09,-17.99,Canva* 04238-22466756,1499.32,Online Subscriptions,Technology and Services
2024-08-09,-10.29,QONUS* HIW SO CHATSWOOD NS AUS Card xx1037 Value Date: 07/08/2024,1517.31,Restaurants,Food
2024-08-09,-19.45,QONUS* HIW SO CHATSWOOD NS AUS Card xx1037 Value Date: 07/08/2024,1527.6,Restaurants,Food
2024-08-08,-15.0,TIMEZONE HAYMARKET AU Card xx1037,1547.05,Entertainment,Activities
2024-08-08,-123.68,Direct Debit 119218 Vodafone Aus A3-2b59cd04,1562.05,Mobile Services,Technology and Services
2024-08-08,-34.28,ZLR*77 Restaurant and B Sydney AU,1685.73,Restaurants,Food
2024-08-08,-15.0,TIMEZONE HAYMARKET AU Card xx1037,1720.01,Entertainment,Activities
2024-08-08,-35.0,TIMEZONE HAYMARKET AU Card xx1037,1735.01,Entertainment,Activities
2024-08-08,-26.82,Little Indo Town Chippendale AU,1770.01,Restaurants,Food
2024-08-08,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 05/08/2024,1796.83,Rent,Living Expenses
2024-08-08,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 05/08/2024,1800.83,Rent,Living Expenses
2024-08-08,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 05/08/2024,1804.83,Rent,Living Expenses
2024-08-08,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 05/08/2024,1808.83,Rent,Living Expenses
2024-08-07,-35.0,TIMEZONE HAYMARKET AU Card xx1037,1812.83,Entertainment,Activities
2024-08-07,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,1847.83,Coffee,Food
2024-08-07,-35.0,TIMEZONE HAYMARKET AU Card xx1037,1855.73,Entertainment,Activities
2024-08-06,-35.0,TIMEZONE HAYMARKET AU Card xx1037,1890.73,Entertainment,Activities
2024-08-06,-25.81,Little Indo Town Chippendale AU,1925.73,Restaurants,Food
2024-08-06,-7.9,STARBUCKS COFFEE B00 SYDNEY AU,1951.54,Coffee,Food
2024-08-06,-13.99,CRUNCHYROLL *AUD 415-503-9235 CA USA Card xx1037 AUD 13.99 Value Date: 02/08/2024,1959.44,Online Subscriptions,Technology and Services
2024-08-06,-21.98,ENJOY MIE SYDNEY 02 AUS Card xx1037 Value Date: 02/08/2024,1973.43,Restaurants,Food
2024-08-06,-15.4,WOOLWORTHS 1905 SYDNEY AU AUS Card xx1037 Value Date: 04/08/2024,1995.41,Grocery,Food
2024-08-06,-9.99,APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 03/08/2024,2010.81,Apple,Technology and Services
2024-08-05,-21.83,SQ *ENJOY MIE Ultimo AU,2020.8,Restaurants,Food
2024-08-05,-15.0,IGLU NO. 205 PTY LTD CHIPPENDALE NSW AU Card xx1037,2042.63,Rent,Living Expenses
2024-08-04,-23.65,Spago Darling Square Haymarket AU,2057.63,Restaurants,Food
2024-08-04,-35.0,TIMEZONE HAYMARKET AU Card xx1037,2081.28,Entertainment,Activities
2024-08-04,-25.81,Little Indo Town Chippendale AU,2116.28,Restaurants,Food
2024-08-03,-25.81,Little Indo Town Chippendale AU,2142.09,Restaurants,Food
2024-08-03,-29.99,ADOBE ADOBE.LY/ENAU AU AUS Card xx1037 Value Date: 01/08/2024,2167.9,Online Subscriptions,Technology and Services
2024-08-02,-35.0,TIMEZONE HAYMARKET AU Card xx1037,2197.89,Entertainment,Activities
2024-08-02,-20.49,APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 30/07/2024,2232.89,Apple,Technology and Services
2024-08-01,-1130.0,Direct Debit 505091 IGLU NO205 PTY 66935,2253.38,Rent,Living Expenses
2024-08-01,-11.9,STARBUCKS COFFEE B00 SYDNEY AU,3383.38,Coffee,Food
2024-08-01,-35.0,TIMEZONE HAYMARKET AU Card xx1037,3395.28,Entertainment,Activities
2024-08-01,-24.79,Little Indo Town Chippendale AU,3430.28,Restaurants,Food
2024-08-01,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 29/07/2024,3455.07,Rent,Living Expenses
2024-08-01,-21.81,PANCAKES ON THE ROCKS HAYMARKET NS AUS Card xx1037 Value Date: 30/07/2024,3459.07,Restaurants,Food
2024-07-31,-23.27,Little Indo Town Chippendale AU,3480.88,Restaurants,Food
2024-07-31,-7.1,STARBUCKS COFFEE B01 CHIPPENDALE AU,3504.15,Coffee,Food
2024-07-31,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 29/07/2024,3511.25,Rent,Living Expenses
2024-07-31,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 29/07/2024,3515.25,Rent,Living Expenses
2024-07-31,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 29/07/2024,3519.25,Rent,Living Expenses
2024-07-31,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 29/07/2024,3523.25,Rent,Living Expenses
2024-07-31,-4.0,LAT*IgluBroadway Chippindale AU AUS Card xx1037 Value Date: 29/07/2024,3527.25,Rent,Living Expenses
2024-07-30,-35.0,TIMEZONE HAYMARKET AU Card xx1037,3531.25,Entertainment,Activities
2024-07-30,-20.3,SQ *IT'S TIME FOR THAI Haymarket AU,3566.25,Restaurants,Food
2024-07-30,3185.0,IZMIRTA RACHMAN REF 2024073000010962,3586.55,Credit,Financial Transactions
2024-07-30,-0.54,International Transaction Fee Value Date: 26/07/2024,401.55,Student Fees,Education
2024-07-30,-15.34,WWW.SYMBOLAB.COM REDWOOD CITY CA USA Card xx1037 USD 9.99 Value Date: 26/07/2024,402.09,Online Subscriptions,Technology and Services
2024-07-30,-12.99,APPLE.COM/BILL SYDNEY AU AUS Card xx1037 Value Date: 25/07/2024,417.43,Apple,Technology and Services
2024-07-30,-1.18,International Transaction Fee Value Date: 26/07/2024,430.42,Student Fees,Education
2024-07-30,-33.78,OPENAI *CHATGPT SUBSCR SAN FRANCISCO CA USA Card xx1037 USD 22.00 Value Date: 26/07/2024,431.6,Online Subscriptions,Technology and Services
2024-07-30,-10.0,TRANSPORTFORNSW OPAL CHIPPENDALE AUS Card xx1037 Value Date: 28/07/2024,465.38,Transport,Living Expenses
2024-07-29,-35.68,PEPPER LUNCH SYDNEY NSWAU,475.38,Restaurants,Food
2024-07-29,-3.0,SIXPROGRESSION PTY LTD ULTIMO NSW AU,511.06,Restaurants,Food
2024-07-29,-21.8,SIXPROGRESSION PTY LTD ULTIMO NSW AU,514.06,Restaurants,Food
2024-07-28,-20.3,SQ *IT'S TIME FOR THAI Haymarket AU,535.86,Restaurants,Food
2024-07-28,-3.04,SQ *GEPREK IN SYDNEY Burwood AU,556.16,Restaurants,Food
2024-07-28,-18.25,SQ *GEPREK IN SYDNEY Burwood AU,559.2,Restaurants,Food
2024-07-27,-60.0,TIMEZONE HAYMARKET AU Card xx1037,577.45,Entertainment,Activities
2024-07-27,-32.8,Nandos_AU_Pinpads Broadway AU,637.45,Restaurants,Food
